Sentence #,Word,POS,Tag
,and,_,O
,years,_,B-Time
,in,_,O
,northeastern,_,B-Location
,Washington,_,I-Location
,;,_,O
,nonetheless,_,O
,seed,_,B-Biotic_Entity
,production,_,B-Eventuality
,was,_,O
,estimated,_,O
,to,_,O
,be,_,O
,"1,000",_,O
,times,_,O
,what,_,O
,would,_,O
,be,_,O
,necessary,_,O
,to,_,O
,maintain,_,B-Eventuality
,observed,_,O
,levels,_,O
,of,_,O
,infestation,_,B-Eventuality
,.,_,O
Sentence: 394,Seed,_,B-Biotic_Entity
,dispersal,_,B-Eventuality
,:,_,O
,Dispersal,_,B-Eventuality
,of,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,seed,_,I-Biotic_Entity
,is,_,O
,mainly,_,O
,by,_,O
,wind,_,B-Eventuality
,.,_,O
Sentence: 395,Seeds,_,B-Biotic_Entity
,usually,_,O
,remain,_,B-Eventuality
,in,_,O
,the,_,O
,flowerheads,_,B-Biotic_Entity
,after,_,O
,they,_,O
,mature,_,B-Eventuality
,and,_,O
,break,_,B-Eventuality
,away,_,I-Eventuality
,from,_,O
,the,_,O
,receptacle,_,B-Biotic_Entity
,.,_,O
Sentence: 396,Dispersal,_,B-Eventuality
,in,_,O
,the,_,O
,vicinity,_,O
,of,_,O
,the,_,O
,parent,_,B-Biotic_Entity
,plant,_,I-Biotic_Entity
,is,_,O
,facilitated,_,B-Eventuality
,by,_,O
,horizontally,_,O
,placed,_,B-Eventuality
,seedheads,_,B-Biotic_Entity
,that,_,O
,open,_,B-Eventuality
,at,_,O
,the,_,O
,top,_,B-Biotic_Entity
,and,_,O
,release,_,B-Eventuality
,seeds,_,B-Biotic_Entity
,as,_,O
,dehydration,_,B-Eventuality
,occurs,_,B-Eventuality
,and,_,O
,plants,_,B-Biotic_Entity
,sway,_,B-Eventuality
,in,_,O
,the,_,O
,wind,_,B-Eventuality
,.,_,O
Sentence: 397,Dispersal,_,B-Eventuality
,over,_,O
,longer,_,O
,distances,_,B-Quality
,occurs,_,B-Eventuality
,when,_,O
,plants,_,B-Biotic_Entity
,are,_,O
,broken,_,B-Eventuality
,off,_,I-Eventuality
,at,_,O
,ground,_,O
,level,_,O
,and,_,O
,tumble,_,B-Eventuality
,in,_,O
,the,_,O
,wind,_,B-Eventuality
,dispensing,_,B-Eventuality
,seeds,_,B-Biotic_Entity
,individually,_,O
,from,_,O
,the,_,O
,small,_,B-Quality
,opening,_,B-Biotic_Entity
,at,_,O
,the,_,O
,top,_,B-Biotic_Entity
,of,_,O
,the,_,O
,seedheads,_,B-Biotic_Entity
,.,_,O
Sentence: 398,This,_,O
,technique,_,B-Eventuality
,adapts,_,B-Eventuality
,well,_,O
,to,_,O
,"	_	O",,
,hitchhiking,_,B-Eventuality
,"	_	O",,
,on,_,O
,the,_,O
,frames,_,O
,of,_,O
,vehicles,_,O
,and,_,O
,colonizing,_,B-Eventuality
,the,_,O
,bare,_,B-Aggregate_Biotic_Abiotic_Entity
,shoulders,_,I-Aggregate_Biotic_Abiotic_Entity
,of,_,O
,roads,_,B-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 399,Seeds,_,B-Biotic_Entity
,may,_,O
,also,_,O
,be,_,O
,transported,_,B-Eventuality
,in,_,O
,mud,_,B-Aggregate_Biotic_Abiotic_Entity
,adhering,_,B-Eventuality
,to,_,O
,vehicles,_,O
,or,_,O
,shoes,_,O
,.,_,O
Sentence: 400,Plants,_,B-Biotic_Entity
,bearing,_,B-Eventuality
,seeds,_,B-Biotic_Entity
,may,_,O
,also,_,O
,be,_,O
,carried,_,B-Eventuality
,in,_,O
,rivers,_,B-Aggregate_Biotic_Abiotic_Entity
,and,_,O
,irrigation,_,O
,systems,_,O
,thus,_,O
,colonizing,_,B-Eventuality
,the,_,O
,banks,_,B-Aggregate_Biotic_Abiotic_Entity
,of,_,O
,waterways,_,B-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 401,In,_,O
,British,_,B-Location
,Columbia,_,I-Location
,logging,_,O
,trucks,_,O
,off-road,_,O
,vehicles,_,O
,and,_,O
,trail,_,O
,bikes,_,O
,have,_,O
,greatly,_,O
,contributed,_,O
,to,_,O
,the,_,O
,spread,_,B-Eventuality
,of,_,O
,both,_,O
,spotted,_,B-Biotic_Entity
,and,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,.,_,O
Sentence: 402,Seed,_,B-Biotic_Entity
,banking,_,B-Eventuality
,:,_,O
,Evidence,_,O
,suggests,_,O
,that,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,seed,_,I-Biotic_Entity
,germination,_,B-Eventuality
,is,_,O
,distributed,_,B-Eventuality
,over,_,B-Time
,time,_,I-Time
,.,_,O
Sentence: 403,This,_,O
,may,_,O
,be,_,O
,considered,_,O
,as,_,O
,evidence,_,O
,of,_,O
,seed,_,B-Biotic_Entity
,banking,_,B-Eventuality
,although,_,O
,the,_,O
,length,_,B-Quality
,of,_,O
,time,_,B-Time
,that,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,remain,_,B-Eventuality
,viable,_,B-Eventuality
,in,_,O
,the,_,O
,soil,_,B-Aggregate_Biotic_Abiotic_Entity
,seed,_,B-Biotic_Entity
,bank,_,I-Biotic_Entity
,is,_,O
,undetermined,_,O
,.,_,O
Sentence: 404,Viability,_,B-Eventuality
,:,_,O
,Seed,_,B-Biotic_Entity
,viability,_,B-Eventuality
,information,_,O
,for,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,is,_,O
,scarce,_,B-Quality
,.,_,O
Sentence: 405,In,_,O
,British,_,B-Location
,Columbia,_,I-Location
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,seed,_,I-Biotic_Entity
,removed,_,B-Eventuality
,from,_,O
,seedheads,_,B-Biotic_Entity
,at,_,O
,maturity,_,B-Eventuality
,exhibited,_,B-Eventuality
,40,_,B-Value
,%,_,B-Unit
,germination,_,B-Eventuality
,;,_,O
,25-day-old,_,B-Time
,seed,_,B-Biotic_Entity
,stored,_,O
,under,_,O
,dry,_,B-Quality
,conditions,_,B-Eventuality
,exhibited,_,B-Eventuality
,68,_,B-Value
,%,_,B-Unit
,germination,_,B-Eventuality
,;,_,O
,and,_,O
,seeds,_,B-Biotic_Entity
,that,_,O
,overwintered,_,B-Eventuality
,in,_,O
,the,_,O
,seedhead,_,B-Biotic_Entity
,under,_,O
,field,_,B-Aggregate_Biotic_Abiotic_Entity
,conditions,_,B-Eventuality
,exhibited,_,B-Eventuality
,88,_,B-Value
,%,_,B-Unit
,germination,_,B-Eventuality
,.,_,O
Sentence: 406,Watson,_,O
,reports,_,O
,successful,_,O
,(,_,O
,93-95,_,B-Value
,%,_,B-Unit
,),_,O
,laboratory,_,O
,germination,_,B-Eventuality
,of,_,O
,20-month-old,_,I-Time
,seed,_,B-Biotic_Entity
,stored,_,O
,at,_,O
,room,_,O
,temperature,_,B-Quality
,.,_,O
Sentence: 407,Another,_,O
,laboratory,_,O
,germination,_,B-Eventuality
,test,_,O
,showed,_,O
,greater,_,O
,than,_,O
,95,_,B-Value
,%,_,B-Unit
,viability,_,B-Quality
,of,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,although,_,O
,germination,_,B-Eventuality
,values,_,O
,observed,_,O
,in,_,O
,the,_,O
,field,_,B-Aggregate_Biotic_Abiotic_Entity
,were,_,O
,<,_,O
,70,_,B-Value
,%,_,B-Unit
,.,_,O
Sentence: 408,Germination,_,B-Eventuality
,:,_,O
,Diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,germinate,_,B-Eventuality
,in,_,O
,spring,_,B-Time
,(,_,O
,May,_,B-Time
,/,_,O
,June,_,B-Time
,),_,O
,or,_,O
,late,_,B-Time
,summer,_,I-Time
,/,_,O
,early,_,B-Time
,fall,_,I-Time
,(,_,O
,August,_,B-Time
,/,_,O
,September,_,I-Time
,),_,O
,and,_,O
,develop,_,B-Eventuality
,into,_,O
,low-lying,_,B-Eventuality
,tap-rooted,_,B-Quality
,rosettes,_,B-Biotic_Entity
,given,_,O
,sufficient,_,O
,moisture,_,B-Quality
,.,_,O
Sentence: 409,Diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,germinated,_,B-Eventuality
,under,_,O
,a,_,O
,wide,_,O
,range,_,O
,of,_,O
,environmental,_,B-Eventuality
,conditions,_,I-Eventuality
,simulated,_,O
,in,_,O
,the,_,O
,laboratory,_,O
,.,_,O
Sentence: 410,Germination,_,B-Eventuality
,of,_,O
,over,_,O
,80,_,B-Value
,%,_,B-Unit
,occurred,_,B-Eventuality
,between,_,O
,55,_,B-Value
,and,_,O
,82,_,B-Value
,°F,_,B-Unit
,(,_,O
,13-28,_,B-Value
,°C,_,B-Unit
,),_,O
,at,_,O
,optimum,_,O
,moisture,_,B-Quality
,levels,_,I-Quality
,.,_,O
Sentence: 411,Diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,require,_,B-Eventuality
,more,_,O
,than,_,O
,55,_,B-Value
,%,_,B-Unit
,soil,_,B-Aggregate_Biotic_Abiotic_Entity
,moisture,_,B-Quality
,to,_,O
,initiate,_,B-Eventuality
,germination,_,B-Eventuality
,with,_,O
,optimum,_,O
,emergence,_,B-Eventuality
,between,_,O
,65,_,B-Value
,%,_,B-Unit
,and,_,O
,70,_,B-Value
,%,_,B-Unit
,.,_,O
Sentence: 412,Diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,germinate,_,B-Eventuality
,best,_,O
,on,_,O
,the,_,O
,soil,_,B-Aggregate_Biotic_Abiotic_Entity
,surface,_,I-Aggregate_Biotic_Abiotic_Entity
,with,_,O
,emergence,_,B-Eventuality
,rate,_,B-Quality
,decreasing,_,B-Eventuality
,as,_,O
,seeding,_,B-Biotic_Entity
,depth,_,B-Quality
,increases,_,B-Eventuality
,and,_,O
,little,_,O
,to,_,O
,no,_,O
,emergence,_,B-Eventuality
,below,_,O
,1,_,B-Value
,inch,_,B-Unit
,(,_,O
,2.5,_,B-Value
,cm,_,B-Unit
,),_,O
,.,_,O
Sentence: 413,Spears,_,O
,and,_,O
,others,_,O
,found,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,seeds,_,I-Biotic_Entity
,germinated,_,B-Eventuality
,equally,_,O
,well,_,O
,over,_,O
,the,_,O
,range,_,O
,of,_,O
,0,_,B-Value
,to,_,O
,100,_,B-Value
,%,_,B-Unit
,canopy,_,B-Biotic_Entity
,cover,_,I-Biotic_Entity
,.,_,O
Sentence: 414,Nolan,_,O
,and,_,O
,Upadyaya,_,O
,observed,_,O
,3,_,O
,types,_,O
,of,_,O
,germination,_,B-Eventuality
,behavior,_,I-Eventuality
,in,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,with,_,O
,respect,_,O
,to,_,O
,light,_,B-Abiotic_Entity
,conditions,_,B-Eventuality
,:,_,O
,nondormant,_,B-Eventuality
,seeds,_,B-Biotic_Entity
,that,_,O
,can,_,O
,germinate,_,B-Eventuality
,in,_,O
,the,_,O
,dark,_,B-Eventuality
,;,_,O
,light-sensitive,_,B-Quality
,seeds,_,B-Biotic_Entity
,that,_,O
,germinate,_,B-Eventuality
,after,_,O
,exposure,_,B-Eventuality
,to,_,O
,red,_,B-Quality
,light,_,B-Abiotic_Entity
,;,_,O
,and,_,O
,light-insensitive,_,B-Quality
,dormant,_,B-Eventuality
,seeds,_,B-Biotic_Entity
,that,_,O
,do,_,O
,not,_,O
,respond,_,B-Eventuality
,to,_,O
,exposure,_,B-Eventuality
,to,_,O
,red,_,B-Quality
,light,_,B-Abiotic_Entity
,.,_,O
Sentence: 415,They,_,O
,concluded,_,O
,that,_,O
,bunchgrass,_,B-Aggregate_Biotic_Abiotic_Entity
,rangeland,_,I-Aggregate_Biotic_Abiotic_Entity
,and,_,O
,other,_,O
,open,_,B-Eventuality
,canopy,_,B-Biotic_Entity
,conditions,_,B-Eventuality
,provide,_,B-Eventuality
,favorable,_,O
,light,_,B-Abiotic_Entity
,conditions,_,B-Eventuality
,for,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,seed,_,I-Biotic_Entity
,germination,_,B-Eventuality
,.,_,O
Sentence: 416,Seedling,_,B-Biotic_Entity
,establishment,_,B-Eventuality
,:,_,O
,Stannard,_,O
,reports,_,O
,high,_,O
,seedling,_,B-Biotic_Entity
,vigor,_,B-Quality
,in,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,while,_,O
,Myers,_,O
,and,_,O
,Berube,_,O
,indicate,_,O
,that,_,O
,the,_,O
,greatest,_,O
,mortality,_,B-Eventuality
,in,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,occurs,_,B-Eventuality
,between,_,O
,the,_,O
,seedling,_,B-Biotic_Entity
,and,_,O
,rosette,_,B-Biotic_Entity
,stages,_,B-Eventuality
,.,_,O
Sentence: 417,Seedling,_,B-Biotic_Entity
,mortality,_,B-Eventuality
,is,_,O
,highest,_,O
,during,_,B-Time
,the,_,I-Time
,summer,_,I-Time
,and,_,O
,is,_,O
,largely,_,O
,related,_,O
,to,_,O
,moisture,_,B-Quality
,availability,_,B-Quality
,.,_,O
Sentence: 418,Once,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,seedlings,_,I-Biotic_Entity
,establish,_,B-Eventuality
,as,_,O
,rosettes,_,B-Biotic_Entity
,they,_,O
,become,_,B-Eventuality
,very,_,O
,drought,_,B-Eventuality
,resistant,_,B-Eventuality
,.,_,O
Sentence: 419,Crowding,_,B-Eventuality
,of,_,O
,plants,_,B-Biotic_Entity
,is,_,O
,also,_,O
,a,_,O
,factor,_,O
,in,_,O
,seedling,_,B-Biotic_Entity
,and,_,O
,juvenile,_,B-Biotic_Entity
,mortality,_,B-Eventuality
,with,_,O
,mortality,_,B-Eventuality
,rates,_,B-Quality
,highest,_,O
,among,_,O
,the,_,O
,smallest,_,O
,rosettes,_,B-Biotic_Entity
,and,_,O
,declining,_,B-Eventuality
,with,_,O
,size,_,B-Quality
,under,_,O
,crowded,_,B-Eventuality
,conditions,_,I-Eventuality
,.,_,O
Sentence: 420,The,_,O
,proportion,_,B-Quality
,of,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,plants,_,I-Biotic_Entity
,that,_,O
,flower,_,B-Eventuality
,and,_,O
,produce,_,B-Eventuality
,seed,_,B-Biotic_Entity
,each,_,B-Time
,year,_,I-Time
,(,_,O
,and,_,O
,subsequently,_,O
,die,_,B-Eventuality
,),_,O
,increases,_,B-Eventuality
,with,_,O
,available,_,B-Quality
,growing,_,B-Eventuality
,space,_,B-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 421,Additionally,_,O
,Powell,_,O
,observed,_,O
,that,_,O
,the,_,O
,majority,_,O
,of,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,rosettes,_,I-Biotic_Entity
,that,_,O
,died,_,B-Eventuality
,during,_,B-Time
,the,_,I-Time
,summer,_,I-Time
,at,_,O
,1,_,B-Value
,site,_,B-Aggregate_Biotic_Abiotic_Entity
,in,_,O
,British,_,B-Location
,Columbia,_,I-Location
,were,_,O
,infested,_,B-Eventuality
,with,_,O
,the,_,O
,larvae,_,B-Biotic_Entity
,of,_,O
,the,_,O
,introduced,_,B-Eventuality
,biocontrol,_,B-Eventuality
,beetle,_,B-Biotic_Entity
,Sphenoptera,_,B-Biotic_Entity
,jugoslavica,_,I-Biotic_Entity
,and,_,O
,suggested,_,O
,that,_,O
,the,_,O
,damage,_,B-Eventuality
,caused,_,B-Eventuality
,by,_,O
,the,_,O
,larvae,_,B-Biotic_Entity
,increased,_,B-Eventuality
,the,_,O
,susceptibility,_,B-Quality
,of,_,O
,rosettes,_,B-Biotic_Entity
,to,_,O
,interference-related,_,B-Eventuality
,mortality,_,I-Eventuality
,.,_,O
Sentence: 422,Amount,_,O
,and,_,O
,pattern,_,B-Quality
,of,_,O
,rainfall,_,B-Eventuality
,are,_,O
,important,_,O
,for,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,survival,_,B-Eventuality
,.,_,O
Sentence: 423,Wetting,_,B-Eventuality
,increases,_,B-Eventuality
,germination,_,B-Eventuality
,but,_,O
,when,_,O
,followed,_,B-Eventuality
,by,_,O
,drying,_,B-Eventuality
,(,_,O
,e.g.,_,O
,the,_,O
,wet-dry,_,B-Eventuality
,cycle,_,I-Eventuality
,occurring,_,B-Eventuality
,with,_,O
,the,_,O
,summer,_,B-Time
,convective,_,B-Eventuality
,storms,_,O
,in,_,O
,British,_,B-Location
,Columbia,_,I-Location
,ranges,_,B-Aggregate_Biotic_Abiotic_Entity
,),_,O
,seedling,_,B-Biotic_Entity
,survival,_,B-Eventuality
,is,_,O
,diminished,_,B-Eventuality
,.,_,O
Sentence: 424,High,_,B-Quality
,spring,_,B-Time
,precipitation,_,B-Eventuality
,appears,_,O
,to,_,O
,favor,_,B-Eventuality
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,seedling,_,I-Biotic_Entity
,establishment,_,B-Eventuality
,.,_,O
Sentence: 425,Asexual,_,B-Eventuality
,regeneration,_,I-Eventuality
,:,_,O
,Diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,can,_,O
,sprout,_,B-Eventuality
,from,_,O
,the,_,O
,root,_,B-Biotic_Entity
,crown,_,I-Biotic_Entity
,after,_,O
,top-kill,_,B-Eventuality
,.,_,O
Sentence: 426,Other,_,O
,methods,_,O
,of,_,O
,asexual,_,B-Eventuality
,regeneration,_,I-Eventuality
,are,_,O
,not,_,O
,known,_,O
,to,_,O
,occur,_,B-Eventuality
,in,_,O
,diffuse,_,B-Biotic_Entity
,knapweed,_,I-Biotic_Entity
,.,_,O
Sentence: 427,Fire,_,B-Eventuality
,as,_,O
,a,_,O
,control,_,O
,agent,_,O
,:,_,O
,Burning,_,B-Eventuality
,is,_,O
,not,_,O
,usually,_,O
,a,_,O
,recommended,_,O
,or,_,O
,effective,_,O
,control,_,O
,method,_,O
,for,_,O
,toadflax,_,B-Biotic_Entity
,because,_,O
,root,_,B-Biotic_Entity
,buds,_,I-Biotic_Entity
,and,_,O
,buried,_,B-Eventuality
,seeds,_,B-Biotic_Entity
,are,_,O
,unaffected,_,B-Eventuality
,by,_,O
,fire,_,B-Eventuality
,and,_,O
,burning,_,B-Eventuality
,may,_,O
,increase,_,B-Eventuality
,competitiveness,_,B-Quality
,of,_,O
,toadflax,_,B-Biotic_Entity
,by,_,O
,removing,_,B-Eventuality
,desirable,_,B-Quality
,plants,_,B-Biotic_Entity
,.,_,O
Sentence: 428,Removal,_,B-Eventuality
,of,_,O
,toadflax,_,B-Biotic_Entity
,top-growth,_,I-Biotic_Entity
,may,_,O
,even,_,O
,stimulate,_,B-Eventuality
,production,_,B-Eventuality
,of,_,O
,vegetative,_,B-Quality
,shoots,_,B-Biotic_Entity
,.,_,O
Sentence: 429,Nonetheless,_,O
,Nernberg,_,O
,describes,_,O
,a,_,O
,mixed-grass,_,O
,prairie,_,O
,restoration,_,O
,program,_,O
,in,_,O
,Saskatchewan,_,B-Location
,in,_,O
,which,_,O
,"	_	O",,
,appropriately,_,O
,timed,_,O
,"	_	O",,
,prescribed,_,O
,burning,_,B-Eventuality
,is,_,O
,used,_,O
,to,_,O
,control,_,B-Eventuality
,growth,_,B-Eventuality
,and,_,O
,eliminate,_,B-Eventuality
,seed,_,B-Biotic_Entity
,production,_,B-Eventuality
,in,_,O
,yellow,_,B-Biotic_Entity
,toadflax,_,I-Biotic_Entity
,and,_,O
,other,_,O
,nonnative,_,B-Quality
,invasive,_,B-Quality
,species,_,B-Biotic_Entity
,;,_,O
,although,_,O
,no,_,O
,specific,_,O
,details,_,O
,or,_,O
,results,_,O
,are,_,O
,provided,_,O
,.,_,O
Sentence: 430,According,_,O
,to,_,O
,a,_,O
,review,_,O
,scorching,_,B-Eventuality
,of,_,O
,floral,_,B-Biotic_Entity
,stalks,_,I-Biotic_Entity
,using,_,O
,propane,_,O
,burners,_,O
,can,_,O
,help,_,O
,prevent,_,O
,toadflax,_,B-Biotic_Entity
,seed,_,I-Biotic_Entity
,production,_,B-Eventuality
,.,_,O
Sentence: 431,Prescribed,_,O
,fire,_,B-Eventuality
,can,_,O
,be,_,O
,used,_,O
,as,_,O
,a,_,O
,management,_,O
,tool,_,O
,on,_,O
,some,_,O
,sites,_,B-Aggregate_Biotic_Abiotic_Entity
,in,_,O
,an,_,O
,effort,_,O
,to,_,O
,restore,_,O
,historic,_,O
,FIRE,_,O
,REGIMES,_,O
,and,_,O
,promote,_,B-Eventuality
,desirable,_,B-Quality
,species,_,B-Biotic_Entity
,.,_,O
Sentence: 432,The,_,O
,disturbance,_,B-Eventuality
,created,_,O
,by,_,O
,fire,_,B-Eventuality
,may,_,O
,however,_,O
,favor,_,O
,many,_,O
,invasive,_,B-Quality
,species,_,B-Biotic_Entity
,.,_,O
Sentence: 433,At,_,O
,the,_,O
,time,_,B-Time
,of,_,O
,this,_,O
,writing,_,O
,there,_,O
,are,_,O
,ongoing,_,O
,studies,_,O
,in,_,O
,western,_,B-Location
,Montana,_,I-Location
,designed,_,O
,to,_,O
,test,_,O
,the,_,O
,effects,_,B-Eventuality
,of,_,O
,prescribed,_,O
,fire,_,B-Eventuality
,combined,_,O
,with,_,O
,herbicide,_,O
,application,_,O
,to,_,O
,control,_,B-Eventuality
,Dalmatian,_,B-Biotic_Entity
,toadflax,_,I-Biotic_Entity
,and,_,O
,other,_,O
,invasive,_,B-Quality
,species,_,B-Biotic_Entity
,.,_,O
Sentence: 434,Herbicides,_,B-Abiotic_Entity
,may,_,O
,prevent,_,B-Eventuality
,domination,_,B-Eventuality
,by,_,O
,invasive,_,B-Quality
,species,_,B-Biotic_Entity
,after,_,O
,fire,_,B-Eventuality
,in,_,O
,the,_,B-Time
,short,_,I-Time
,term,_,I-Time
,;,_,O
,however,_,O
,they,_,O
,also,_,O
,affect,_,B-Eventuality
,nontarget,_,O
,forbs,_,B-Biotic_Entity
,that,_,O
,can,_,O
,compete,_,B-Eventuality
,with,_,O
,invasive,_,B-Quality
,species,_,B-Biotic_Entity
,.,_,O
Sentence: 435,On,_,O
,a,_,O
,big,_,B-Aggregate_Biotic_Abiotic_Entity
,sagebrush-bluebunch,_,I-Aggregate_Biotic_Abiotic_Entity
,wheatgrass,_,I-Aggregate_Biotic_Abiotic_Entity
,site,_,I-Aggregate_Biotic_Abiotic_Entity
,in,_,O
,western,_,B-Location
,Montana,_,I-Location
,Jacobs,_,O
,and,_,O
,Sheley,_,O
,tested,_,O
,the,_,O
,effects,_,B-Eventuality
,of,_,O
,prescribed,_,O
,burning,_,B-Eventuality
,with,_,O
,and,_,O
,without,_,O
,herbicide,_,O
,application,_,O
,on,_,O
,density,_,B-Quality
,cover,_,B-Quality
,and,_,O
,biomass,_,B-Quality
,of,_,O
,Dalmatian,_,B-Biotic_Entity
,toadflax,_,I-Biotic_Entity
,and,_,O
,native,_,B-Quality
,forbs,_,B-Biotic_Entity
,as,_,O
,well,_,O
,as,_,O
,species,_,B-Quality
,richness,_,I-Quality
,diversity,_,O
,and,_,O
,evenness,_,O
,.,_,O
Sentence: 436,Herbicides,_,B-Abiotic_Entity
,(,_,O
,picloram,_,B-Abiotic_Entity
,at,_,O
,0.56,_,B-Value
,kg,_,B-Unit
,a.i.,_,I-Unit
,/,_,O
,ha,_,B-Unit
,and,_,O
,chlorsulfuron,_,B-Abiotic_Entity
,at,_,O
,0.075,_,B-Value
,kg,_,B-Unit
,a.i.,_,I-Unit
,/,_,O
,ha,_,I-Unit
,),_,O
,were,_,O
,applied,_,O
,in,_,O
,October,_,B-Time
,(,_,O
,prior,_,O
,to,_,O
,burning,_,B-Eventuality
,),_,O
,and,_,O
,April,_,B-Time
,(,_,O
,after,_,O
,burning,_,B-Eventuality
,),_,O
,.,_,O
Sentence: 437,Burning,_,B-Eventuality
,was,_,O
,conducted,_,B-Eventuality
,in,_,O
,April,_,B-Time
,.,_,O
Sentence: 438,They,_,O
,found,_,O
,that,_,O
,fire,_,B-Eventuality
,effectively,_,O
,killed,_,B-Eventuality
,nearly,_,O
,all,_,O
,trees,_,B-Biotic_Entity
,on,_,O
,the,_,O
,test,_,O
,plots,_,O
,(,_,O
,primary,_,O
,objective,_,O
,of,_,O
,prescribed,_,O
,burning,_,B-Eventuality
,),_,O
,but,_,O
,did,_,O
,not,_,O
,affect,_,B-Eventuality
,species,_,B-Quality
,richness,_,I-Quality
,diversity,_,O
,or,_,O
,evenness,_,O
,.,_,O
Sentence: 439,One,_,O
,season,_,B-Time
,after,_,O
,burning,_,B-Eventuality
,the,_,O
,biomass,_,B-Quality
,and,_,O
,cover,_,B-Quality
,of,_,O
,toadflax,_,B-Biotic_Entity
,but,_,O
,not,_,O
,its,_,O
,density,_,B-Quality
,were,_,O
,2,_,O
,times,_,O
,greater,_,O
,on,_,O
,burned,_,O
,plots,_,O
,than,_,O
,on,_,O
,unburned,_,O
,plots,_,O
,.,_,O
Sentence: 440,All,_,O
,herbicide,_,B-Abiotic_Entity
,treatments,_,O
,reduced,_,B-Eventuality
,biomass,_,B-Quality
,cover,_,B-Quality
,and,_,O
,density,_,B-Quality
,of,_,O
,Dalmatian,_,B-Biotic_Entity
,toadflax,_,I-Biotic_Entity
,to,_,O
,90,_,B-Value
,%,_,B-Unit
,of,_,O
,the,_,O
,control,_,O
,.,_,O
Sentence: 441,Chlorsulfuron,_,B-Abiotic_Entity
,decreased,_,B-Eventuality
,overall,_,O
,forb,_,B-Biotic_Entity
,biomass,_,I-Biotic_Entity
,to,_,O
,50,_,B-Value
,%,_,B-Unit
,of,_,O
,the,_,O
,control,_,O
,while,_,O
,picloram,_,B-Abiotic_Entity
,decreased,_,B-Eventuality
,forb,_,B-Biotic_Entity
,biomass,_,I-Biotic_Entity
,to,_,O
,nearly,_,O
,0,_,B-Value
,.,_,O
Sentence: 442,Both,_,O
,herbicides,_,B-Abiotic_Entity
,reduced,_,B-Eventuality
,richness,_,B-Quality
,and,_,O
,diversity,_,B-Quality
,but,_,O
,not,_,O
,evenness,_,B-Quality
,.,_,O
Sentence: 443,Timing,_,B-Quality
,of,_,O
,herbicide,_,O
,application,_,O
,made,_,O
,no,_,O
,difference,_,O
,in,_,O
,toadflax,_,B-Biotic_Entity
,control,_,B-Eventuality
,or,_,O
,diversity,_,O
,indices,_,O
,although,_,O
,spring,_,B-Time
,application,_,O
,resulted,_,O
,in,_,O
,higher,_,O
,grass,_,B-Biotic_Entity
,production,_,B-Eventuality
,.,_,O
Sentence: 444,The,_,O
,authors,_,O
,conclude,_,O
,that,_,O
,using,_,O
,an,_,O
,herbicide,_,B-Abiotic_Entity
,such,_,O
,as,_,O
,chlorsulfuron,_,B-Abiotic_Entity
,may,_,O
,provide,_,O
,short-term,_,B-Quality
,control,_,B-Eventuality
,of,_,O
,Dalmatian,_,B-Biotic_Entity
,toadflax,_,I-Biotic_Entity
,.,_,O
Sentence: 445,However,_,O
,the,_,O
,combination,_,O
,of,_,O
,open,_,B-Quality
,niches,_,B-Quality
,left,_,O
